UserID,ItemID,Rating
user_28,article_108,1
user_25,article_124,1
user_30,article_56,1
user_13,article_56,1
user_1,article_32,1
user_28,article_104,1
user_6,article_34,1
user_23,article_48,1
user_11,article_11,1
user_25,article_23,1
user_17,article_68,1
user_28,article_43,1
user_21,article_141,1
user_24,article_125,1
user_19,article_13,1
user_28,article_25,1
user_25,article_157,1
user_5,article_60,1
user_14,article_31,1
user_5,article_115,1
user_18,article_130,1
user_23,article_134,1
user_1,article_155,1
user_25,article_96,1
user_22,article_65,1
user_8,article_82,1
user_2,article_76,1
user_29,article_133,1
user_15,article_28,1
user_11,article_134,1
user_13,article_60,1
user_6,article_119,1
user_19,article_93,1
user_3,article_37,1
user_5,article_146,1
user_9,article_146,1
user_18,article_43,1
user_10,article_17,1
user_17,article_41,1
user_10,article_144,1
user_14,article_24,1
user_29,article_9,1
user_18,article_60,1
user_16,article_92,1
user_26,article_141,1
user_4,article_21,1
user_15,article_133,1
user_4,article_16,1
user_5,article_83,1
user_27,article_22,1
user_2,article_61,1
user_20,article_69,1
user_28,article_90,1
user_27,article_116,1
user_15,article_66,1
user_7,article_128,1
user_3,article_156,1
user_26,article_14,1
user_1,article_55,1
user_15,article_53,1
user_27,article_9,1
user_23,article_36,1
user_18,article_85,1
user_23,article_95,1
user_16,article_103,1
user_8,article_99,1
user_29,article_38,1
user_20,article_45,1
user_29,article_67,1
user_19,article_107,1
user_15,article_151,1
user_8,article_81,1
user_21,article_149,1
user_1,article_91,1
user_19,article_123,1
user_14,article_106,1
user_12,article_16,1
user_11,article_78,1
user_7,article_97,1
user_16,article_55,1
user_7,article_49,1
user_28,article_14,1
user_6,article_29,1
user_29,article_26,1
user_25,article_31,1
user_7,article_7,1
user_10,article_73,1
user_20,article_131,1
user_2,article_119,1
user_4,article_94,1
user_12,article_89,1
user_14,article_22,1
user_19,article_94,1
user_27,article_66,1
user_14,article_2,1
user_5,article_116,1
user_14,article_71,1
user_28,article_97,1
user_26,article_90,1
user_14,article_70,1
user_11,article_26,1
user_17,article_126,1
user_19,article_133,1
user_18,article_6,1
user_21,article_48,1
user_21,article_84,1
user_5,article_49,1
user_5,article_40,1
user_9,article_40,1
user_2,article_124,1
user_13,article_85,1
user_14,article_132,1
user_10,article_99,1
user_23,article_20,1
user_20,article_104,1
user_26,article_23,1
user_21,article_37,1
user_10,article_61,1
user_28,article_40,1
user_23,article_21,1
user_29,article_100,1
user_8,article_34,1
user_5,article_32,1
user_4,article_46,1
user_7,article_129,1
user_4,article_28,1
user_7,article_157,1
user_11,article_122,1
user_29,article_104,1
user_12,article_30,1
user_3,article_119,1
user_13,article_40,1
user_29,article_69,1
user_28,article_23,1
user_29,article_80,1
user_5,article_42,1
user_12,article_5,1
user_8,article_70,1
user_24,article_6,1
user_26,article_49,1
user_7,article_40,1
user_23,article_15,1
user_5,article_160,1
user_11,article_89,1
user_4,article_102,1
user_22,article_35,1
user_22,article_78,1
user_16,article_25,1
user_19,article_51,1
user_10,article_94,1
user_8,article_116,1
user_19,article_59,1
user_1,article_76,1
user_22,article_33,1
user_22,article_18,1
user_7,article_121,1
user_4,article_66,1
user_10,article_63,1
user_22,article_153,1
user_7,article_68,1
user_30,article_1,1
user_1,article_86,1
user_26,article_32,1
user_16,article_111,1
user_8,article_63,1
user_29,article_56,1
user_30,article_49,1
user_30,article_40,1
user_12,article_57,1
user_30,article_39,1
user_15,article_26,1
user_16,article_85,1
user_23,article_5,1
user_4,article_9,1
user_20,article_141,1
user_12,article_148,1
user_25,article_119,1
user_26,article_155,1
user_27,article_103,1
user_21,article_86,1
user_6,article_139,1
user_26,article_4,1
user_30,article_52,1
user_29,article_25,1
user_13,article_32,1
user_12,article_107,1
user_14,article_92,1
user_11,article_28,1
user_7,article_12,1
user_3,article_78,1
user_13,article_36,1
user_2,article_103,1
user_24,article_157,1
user_8,article_119,1
user_5,article_29,1
user_12,article_9,1
user_9,article_31,1
user_28,article_4,1
user_4,article_38,1
user_25,article_53,1
user_8,article_48,1
user_9,article_37,1
user_18,article_32,1
user_23,article_57,1
user_13,article_155,1
user_19,article_67,1
user_1,article_70,1
user_22,article_80,1
user_12,article_127,1
user_16,article_158,1
user_13,article_17,1
user_30,article_84,1
user_13,article_31,1
user_19,article_105,1
user_17,article_70,1
